bistro_name,score,content,category,like,comment
더이탈리안 클럽,5.0,"분위기 진짜 좋네요🙈👍👍👍
매장도 깨끗하고 음식도 맛있었어요~
이벤트 참여해서 서비스로 커피 받았는데
커피까지 맛있다니ㅠㅠ 세심하게 챙겨주는
직원분들 서비스까지 완벽했습니다♡
또갈게요❤",이탈리아음식 ,1,0
밤피장,4.7,맛도좋고 분위기도 좋고 역에서 위치도 가까워서 너무 좋았습니다.👍🏻 대화하면서 한잔할 곳 찾는 분들에게도 강추드립니다. 다만 서빙해주시는분이 너무 정신없으셔서 뭐든 하나씩 다 빼뜨렸던것만 당황스러웠습니다! 서비스 챙겨주셔서 마음이 사르르 녹긴했습니다 ㅎㅎ 다음에 또 방문할게요,와인 ,0,0
뚝방길 홍차가게,5.0,맨 아래에 있는 음식들이 가장 맛있었어요! 스콘도 맛있구요 차도 두 번 다른 종류로 마실 수 있어서 좋았습니다. 다만 공간이 조금 좁아서 아쉬웠어요 그래도 둘이서 방문해서 수다떨기엔 좋네요~~,"카페,디저트 ",0,0
쎄오,4.8,직원분께서 너무 친절하셨고 무엇보다 제가 시킨 음식 모두 너무 맛있었어요❤️ 데이트 하기에 너무 적합하고 저처럼 혼자가는 분들한테도 좋을것 같습니다!!,프랑스음식 ,0,0
우블리,5.0,"여자친구와 기념일로 방문했습니다. 식사는 진짜 말도 안되게 맛있습니다.. 먹으면서 와 진짜 호강한다의 느낌과 부모님을 모시고 오지 못한 불효자의 죄책감이 들었습니다.. 서비스 또한 코스별로 설명도 잘 해주시고 전체적인 흐름 또한 부드럽게 이어져 너무 만족스러운 식사였습니다. 식사 양 또한 기분좋게 딱 배가 꽉 찬 정도? 코스도 많고 양도 많아서 돈이 전혀 아깝지 않다고 생각이 들었습니다. 다음번엔 부모님 꼭 모시고 와서 호강시켜드리고 싶네요. 너무 잘 먹고 갑니다! 감사합니다

*사진은 넋놓고 먹느라 하나도 못찍었습니다ㅎ",한우오마카세 ,0,0
덴(den dining),5.0,"후토마키 한입에 와악 먹으니까 너무 행복했어요 옥돔구이는 거의 튀김 느낌이에여 생각이랑 다른 질감이였는디 한번쯤 주문해볼만해요 ,,후토마키랑 봉고등어 초밥먹어보러 또 오고싶음!!",이자카야 ,0,0
스시소라 정자점,4.3,"밥은 산도가 조금 과한 느낌이 없잖아 있었는데, 재료들이 워낙 신선해서 딱히 샤리가 신경쓰이진 않았어요. 셰프님이 위트있게 응대해주셔서 밥 먹는데 지루하거나 불편하지않게 먹을수있었어요.",스시오마카세 ,0,0
풀,5.0,"사장님이 하고 싶은 메뉴를 다 하셨으면 좋겠어요. 날생선 완전 사랑합니다. 삼치랑 참치, 너무 맛있는데 다른 날생선도 기대합니다. 육수 기반으로 나오는 아게다시나 라임소면 너무 맛있습니다. 히든메뉴 항상 기대하게 되고요... 사케 추천도 맛있고...자주 오는 것만이 보답이라고 생각하고 있습니다. 번성하세요~",다이닝바 ,0,0
스시소라 서초점,5.0,리뷰는 솔직하게 귀찮아서 안남기지만... 계속 만나뵙고싶었던 이선진 셰프님이 담당해주셔서 놀란마음에 글을 남기게 되었네요 ㅎㅎ 어느 지점에 계신지모르고 있었는데 지인대접으로 서초점에 방문하였다가 우연하게 만나뵙게되었네요!! 즐거운 시간과 차분한 목소리로 설명도 잘해주시고 맛있게 해주셔서 너무 감사합니다. 앞으로는 이쪽으로 종종 올것같아요!!~ 좋은시간 보내게되어 감사하고 마지막 대화가 너무 즐거웠던것같아요^^ 다음에 방문하겠습니다 감사합니다 ㅎㅎ,스시오마카세 ,0,0
pakin,5.0,맛도 분위기도 만족한 식사를 했습니다! 추천해주신 와인도 좋았고 메뉴를 하나하나씩 설명 해주신 덕에 요리에 집중하면서 먹을 수 있었어요. 그리고 정말 모든 메뉴가 다 맛있었어요. 행복한 시간을 만들어주셔서 감사합니다😍,다이닝바 ,0,0
스시현정,5.0,너무 좋았어요 셰프님이 설명 잘해주시고 친절하세요 ㅎㅎ 서비스로 앵콜 두번이나 받았어요~ 너무 배불렀지만 더 좋았습니다 👍😄 재방문 할거같아요~,스시오마카세 ,2,0
수린 대구,5.0,"런치도 너무 훌륭했어요! 특히 육회와 채끝, 같이 나오는 밑반찬들이 좋았어요. 가짓수가 작아보였지만 성인 여성이 다 먹기엔 배 부른 정도였어요!
연말연초에 가족이나 지인 모임으로 오기 너무 좋은 곳이였어요! 대접하는 느낌 제대로~~!
직원분들도 모두 친절하고 식사 분위기도 모두 훌륭하고 깔끔했습니다.",한우오마카세 ,0,0
Level: 0 레벨제로,5.0,"지인소개로 방문하게 된 레벨제로. 와인 페어링으로 디너 방문했습니다. 하나부터 열까지 너무나 만족스러운 식사. 모든 스태프가 일사분란하게 입장시부터 마무리 디저트타임까지 정말 친절하게 케어주셨습니다. 미니멀하지만, 감각적인 소품과 인테리어로 무장한 공간을 옮기며 코스를 즐기다 보니 지루할틈 없이 2시간이 훌쩍 지나가네요. 모든 코스가 만족스러웠지만 특히 생선요리와 스테이크가 너무 맛있었네요. 조만간 미슐랭 별 받으면, 예약하기 진짜 힘들거 같은 느낌이 ㅋ 미리 다녀온게 어찌보면 행운이네요.",컨템포러리 ,1,0
샘케이크,5.0,"파블로바 케이크를 찾고 있었는데 가까운곳에 이렇게 예쁜 캐이크를 파는 곳이 있네요!! 발견하자마자 바로 예약했어요!
픽업 갈때도 너무 친절하게 응대해주셔서 다음에 또 와야지 했는데,, 너무 맛있어서 꼭 다시 예약하려구요!
위에 올라간 딸기도 너무 싱싱하고 달고 머랭, 초콜렛, 크림 다 완벽하게 맛있었어요!","카페,디저트 ",0,0
비옥,5.0,"아카시아 뭐였더라.. 이름은 기억이 안 나는데 화이트 와인처럼 깔끔하게 넘어가서 너무 맛있었어요... 장발장처럼 술을 훔쳐가고 싶었지만 참았어요... 그리고 항저육찜이랑 면요리 너무 너무 너무 너무 술 안주로 딱이었고 여자 둘이서 먹기 양이 딱 적당히 배부른 정도로 좋았습니다! 다만 술안주용이라 그런지 간이 조금 센 편이긴 했습니다.
다음에는 차돌박이 수육이랑 저 면요리 또 시킬거에요!! 그리고 쉐프님들 서비스로 주신 양갱이랑 가리비도 진짜 맛있어요... 가리비 정식 메뉴로 추가해주세요...
(쉐프님들 진짜 친절함. 나긋나긋하게 설명도 잘 해주시고... 쉐프님 초등학교 교사하셨어도 적성에 맞으실 것 같아여 ㅇㅇ ) 맛있으면 화나는 편인데, 비옥에서 계속 화난 상태로 이마 치면서 먹었습니다... 자꾸 아련하게 적게 되는데... 계속 음식이랑 술맛이 생각나서... 어쩔 수 없네여...",전통주 ,2,0
페코리노,5.0,"트러플 딸리올리니, 트리빠, 토르뗄리니
셋 더 너무 맛있었어요!!
서비스도 완벽 맛도 완벽
트리빠 먹고난 뒤 적절한 시간에 파스타 두개 나왔고, 파스타가 나올때 새로운 식기 가져다주셨어요!",파스타 ,3,0
이속우화天空,4.7,맛있게 잘 먹었습니다~~ 이정도 가격에 이정도면 정말 괜찮은거 같아요 ㅠㅠ 생각보다 금방 끝나는 거 같기도 해서 아쉽지만..! 생일날 좋은 곳에서 맛있게 먹었습니당✨,한우오마카세 ,0,0
스시도손,5.0,"군인 남자친구 생일 기념으로 방문 했었는데, 친절하고 재치 넘치시는 박기덕 쉐프님 덕분에 잊지 못할 하루가 된 거 같아요~ 생일이라고 서비스도 챙겨주시고 너무 감사했습니다🥹 쉐프님 말고도 직원분들도 전부 친절하셨습니다!! 전역하고서 또 찾아뵙고 싶을 정도로 맛도 정말 맛있었어요 ㅎㅎ 쉐프님 오래오래 스시 만들어주세요~",스시오마카세 ,1,0
릴리스(lily’s),5.0,저번 크리스마스에 릴리스에서 식사하고 굉장히 만족스러워서 이번 발렌타인 코스도 예약해봤는데요 ㅋㅋㅋㅋㅋ 사장님 진짜 배운자 아닙니까 ㅋㅋㅋㅋㅋ 이 뇨끼 너무 맛있어서 메뉴에 올리시면 안되냐고 여쭤봤어요 😫🤍 고소하면서 쫀득쫀득하고.. 크윽 😖 그리고 먹느라 사진은 못찍었지만.. 세상에 초코렛 퐁듀 너무 귀엽잖아여 ㅠㅠㅠ 하트 크루통이랑 심지어 뮤슨 버터도 되게 맛있었는데 하트 모양이어서.. 먹기.. 아깝지는 않고 맛있게 먹었습니다 😮‍💨😮‍💨,다이닝바 ,0,0
꿰뚫,4.2,"맛: 전체적으로 다양한 메뉴 구성이 좋았습니다. 다만
저는 싱겁게 먹는편이라 관자요리 간이 세게 느껴졌습니다.
분위기: 넓은 룸으로 되어있어 조용히 식사하기 좋았습니다. 개인적으로는 조금 답답한 느낌도 들었습니다.
서비스: 친절하게 설명해주셨습니다.",한우오마카세 ,0,0
스시민종우,5.0,"벌써부터 다음달이 기다려집니다 ㅠ_ㅠ 매번 조금씩 달라지는 구성에 벌써부터 치이네요 ,, ❤️ 샤리는 물론이고 쯔케모노도 훌륭히 맛있어서 자꾸 자꾸 생각납니다 💭 ! 이 날 먹었던 시소+새우+우니 조합도 단연 최고 :-)",스시오마카세 ,1,0
기사문&강릉락강정,5.0,진짜 최고예요!ㅠㅠㅠㅠㅜ 남자친구랑 감탄하면서 먹었어요 우럭강정은 밥 필수! 두 공기도 가능할 거 같아요ㅋㅋㅋㅋ 코스가 처음부터 끝까지 다 맛있고 구성도 너무 좋았어요♡ ♡ ♡ 사장님께서 추천해주신 와인도 해산물이랑 정말 잘 어울려서 대접 받는 기분이었습니다^_^ 배터지게 잘 먹었습니다 재방문 의사 1000프로>.<,"해물,생선요리 ",1,0
어성일식,4.5,"일단 맛있었어요! 밥 양도 적당했고 입문하기 좋은 깔끔하지만 컴팩트한 오마카세였습니다.
하지만 모든 스시가 다 나오기까지 30분 밖에 걸리지 않았어요ㅠ 그만큼 먹는 사람의 속도에 대해서 전혀 신경 써주시지 않아 아쉬워 서비스에서 별 하나 뺐습니다..!!",스시오마카세 ,0,0
스톤밸리 바베큐,5.0,"맛있습니다ㅎㅎ 고기가 아주 부드럽고 같이 나오는 사이드도 제역할을 잘 해줬어요
창가여서 그런지 음식이 조금 빨리 식는 느낌이었어요. 다음에 따뜻할 때 또 가야겠어요",바베큐 ,0,0
스시 아리가,5.0,"구성이 알차고 맛있었어요! 완벽히 새롭거나 독창적인 메뉴는 없었지만 오히려 다른 중상급 오마카세의 특장점을 모아놓은 듯한 구성이라 무난하게 맛있게 즐길 수 있었습니다👍 부모님 모시고 갔는데 부모님도 너무 좋아하셨구요 (특히 헤드셰프님의 부담스럽지않고 친근한 접객이 오마카세가 처음인 부모님을 편안하게 해주신 것 같아 좋았습니다!) 다만, 디너를 시작하는 시간대가 모두 달라 약간 어수선한 분위기가 있었어서 1/2부 시간을 지정해주시면 더더 좋을 것 같아요!",스시오마카세 ,3,0
소랑호젠,5.0,짱맛있어요 ㅎㅎㅎ 둘이가서 4인분먹고 십만원이 넘게나왔지만 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ너어어어어어어무 맛나요><마니파세영 사쟝님 ㅎㅎ,파스타 ,0,0
슬로우야드 바베큐,4.8,"근무시간에 점심으로 너무 좋습니다~
회사 사람들끼리 단체로 오기에도 좋구요!
메뉴 퀄리티 생각하면 가성비가 괜찮아요^^
점심에 자주 방문할려구요
재 방문 의사 있습니다!",바베큐 ,0,0
우텐더 정자점,5.0,"1인 15만원 코스 구성 요청드려서 저녁 식사했는데, 승진 회식 자리 분위기를 더 좋게 만들어주셨어요!!!
웰컴카드 주시는 줄 알았으면 저희 지점 이름으로 예약했을텐데 ㅎㅎ 챙겨주셔서 너무 감사해요!!!!!
음식은 구성과 맛, 서비스까지 더할 나위없이 훌륭했구요.
지점장님도 너무 마음에 드신다고 가게 이름이랑 연락처 알려달라고 하시고, 차장님도 부모님 모시고 오고 싶다고 하실 정도로 진짜 완벽했어요ㅜㅜㅜㅠ!
음식에 대한 설명도 잘해주시구 점장님 특히 너무 친절하셔서 식사하는 내내 부족한 점 없는지 신경써주셔서 감사했습니다!!!
도와주셨던 유나 서버님도 서브해주시는 내내 친절하시고 계속 챙겨주셔서 감사합니다!!
저희가 룰렛 때 쪼끔 진상을 부렸는데 디저트 타임 때 웃으면서 도와주셨던 다른 서버분께도 정말 감사드려요☺️☺️
특별한 날을 더욱 특별하게 만들어주는 식당이에요!!!",소고기구이 ,6,0
스시사이,4.8,"예약된 테이블끼리 모아두셔서 대화하기에는 조금 가깝다는 생각이 들었지만, 적응되면 또 괜찮습니다

셰프님과 직원 모두 친절하시고 세심하게 응대해주셔서 편하고 맛있게 먹었어요. 같이 간 남자친구가 대식가인 것을 꿰뚫어보시고 한 피스 더 주셔서 진짜 너무 감사했습니다!!!",스시오마카세 ,0,0
우모크,4.7,"생일 당일 예약해서 다녀왔어요!
제가 갔던 한우 오마카세 중 최고라 다녀온 이후
지인들에게 많이 추천했네요 ㅎㅎ
다음에는 가족들과 룸으로 방문해보고 싶습니다!",한우오마카세 ,1,0
춈 (chome),4.8,"너무 맛있게 잘 먹었습니다. 음식도 다 맛있었고, 직원분들도 다 친절하셔서 기분 좋았어요. 다음에 날 좋을때 방문해서 창가쪽에 앉고싶네요 :)",퓨전음식 ,2,0
우몽 판교본점,4.7,"맛있었습니다. 새우알등심이 맛있다고 해서 기대하고 갔는데 수량이 없어서 못먹은게 아쉬웠지만, 다음엔 미리 확인해보고 가야겠어요~ 잘 먹었습니다",소고기구이 ,0,0
해월,5.0,토요일 저녁 카운터자리 예약해서 갔습니다.분위기는 너무조용한 오마카세보다는 적당한노래소리와 대화소리에 오히려 남자친구와 대화하기 편한 분위기였습니다. 일단 쉐프님이 오마카세 진행되는 내내 설명도 친절히 해주시고 전체적으로 음식들이 간이 세지않아서 좋았어요. 구성도 따뜻한 튀김류나 국물류 등이 있어서 먹기 부담스럽지 않았고 샤리양도 적당했습니다. 쉐프님이 먹는 중간중간 식사의 양○○○경써주셔서 너무 좋았습니다. 음식은 말할 것도 없이 맛있었고 제가 후토마키 좋아하시는걸 들으시고는 후토마키도 해주셨는데 너무 맛있었어요.. 후토마키만 따로 안파시는지..... 재방문의사 무조건있고 1인 16만원이 안아까운 저녁이었습니다. 남자친구랑 너무 기분좋은 시간 보냈어요. 적게일하시고 많이버세요:),스시오마카세 ,0,0
어물전 청 잠실점,4.8,다양한 종류의 해산물을 즐길 수 있어 굉장히 좋았습니다! 캐주얼한 분위기라서 친구와 대화하며 식사하기 좋았습니다. 재방문 의사 충분히 있습니다!,한식 ,0,0
토라슌,5.0,"홍대역에서 멀지도 않고 조용한 곳이어서 분위기 즐기면서 먹기도 너무 좋았어요
야끼니꾸 전문점이라서 그런지 살살 녹아서 순삭해버렸어요ㅜㅠ 다음에 또 방문하면 다른 메뉴 먹어보려구요!!!
저는 세트 B 먹었어요!!",소고기구이 ,1,0
무스타슈,5.0,"술을 술술 부르는 프렌치, 특히 뱅존이라는 와인과 모렐버섯을 넣은 꼬꼬방존이 너무 맛있음
같이 내어주신 갈색밥은 모렐버섯을 우린 물로 만들었다고 해서 몸보신을 하는 느낌임
쉐프님이 추천해주신 와인 모두 넘넘 맛깔짐 알차다잉",코스요리 ,2,0
라셰즈 Rachez,4.8,예약시간보다 조금 늦게도착했지만 친절한 안내와함께 맛있는 음식과 와인 잘먹었고 야간 뷰도 좋았고 공간도 여유있는 편인점 좋았습니다. 담엔 여름에 발코니에서 먹고싶네요~~,다이닝바 ,0,0
성수오오(맛있는 감탄사),5.0,"정말 제가 와본 곳 중에 너무 세심하게 음식이 멈춤 없이 잘 챙겨주시고, 가격도 합리적인데다 분위기까지
정말 여자친구도 좋아하고 저도 같이 와서 너무 맛있고 좋았습니다!",다이닝바 ,1,0
스시윤,5.0,"더할나위없이 맛있는 스시윤...
야탑 가까운곳에 이런 훌륭한 곳이있다니..
야탑에선 꼭 한번 이상은 가볼만한 이상적인 스시야

사케가격도 혜자인게 큰 메리트)",스시오마카세 ,1,0
스시 호월,5.0,"런치 방문/
1. 서비스
쉐프님의 세심한 배려가 많이 느껴졌습니다. 매 순간순간 부족한점이나 궁금한점에 대해서 물어봐 주시고 음식 먹는 속도도 잘 조절해 주십니다.
2. 맛, 구성
런치이지만 알찬 구성으로, 저녁 같은 느낌이 들정도로 배불렀습니다.
샤리가 산도 및 간이 잘 맞아서 여러가지 네타와 잘 어울렸습니다.
따뜻하게 마신 사케랑도 겨울이 잘 어울렸습니다.
3. 분위기
따뜻하면서도 코지한 느낌의 식당으로, 음악구성도 좋고 평촌에서는 제일 괜찮은 스시집 같습니다.
4. 아쉬운점
스타트는 나마비루인데 ㅠㅠ 병맥밖에 없어서 아주 조금 아쉬웠네요 ㅠㅠ
5. 좋은점
옆 테이블 생일축하도 해주시고, 세심한 서비스가 맘에 들었습니다. 다음번에는 디너로 방문하고 싶네요.",스시오마카세 ,0,0
알레즈 AL'AISE,4.7,역시 요리는 프랑스 요리이지라는 생각이 든 레스토랑. 독특하고도 희귀한 와인 리스트를 갖췄다는 지인분의 평가가 맞는듯. 일단 음식과 와인이 넘 맛있음.,프랑스음식 ,0,0
스시소라 서초점,4.2,가성비 진짜 최고 👍🏻👍🏻 런치로 예약해서 코스가 짧을까봐 걱정했는데 딱 좋았어요! 알차고 야무진 코스! 맡아주신 최용승 쉐프님 설명도 잘해주시고 서비스가 정말 좋았어요.감사합니다.,스시오마카세 ,0,0
온기의집,5.0,"부모님 모시고 간 첫 오마카세였는데 음식 설명도 구체적으로 잘 해주시고, 음식 나오는 속도도 너무 늦지 않고, 식사가 다 마무리 된 후에는 손님 한 분 한 분과 소통하며 피드백 받으시던 모습이 인상 깊었습니다. 오마카세는 요리사와 손님의 교감 시간이라고 생각하는데 그 부분에 있어 높은 점수를 주고 싶은 공간입니다. 온기의 집이라는 이름과 걸맞게 아주 따뜻하고 분위기도 좋습니다. 음식 맛은 말할 것도 없구요 ! 추천합니다.",코스요리 ,3,0
포리스트키친,5.0,전부다 맛있었고 서비스도 좋았는데 그중 저만의 베스트쓰리를 뽑아서 사진 올려봅니다ㅎㅎㅎ 부모님모시고 다시 오려구요. 와인종류도 굉장히 많았는데 차를 갖고가서 못마셨지만 다음방문때는 페어링해서 먹고싶었어요ㅎㅎ 음식들이 너무 정갈했고 대만족입니다.. 꼭 재방문할게요,베지테리안/비건 ,2,0
귀로,5.0,"엄마 생신기념으로 다녀왔는데, 분위기도 조용하니 좋고 가성비 진짜 좋아요!! 처음에 나오는 사시미 대박 쫄깃두툼합니다ㅜㅜ 또먹고싶네요!! 샤리간도 딱좋고 35000원 저렴하게 엄청 잘먹었어요! 어만두 처음 먹어봤는데 신세계입니다! 너무 맛있어요!! 사장님 남는게 있으신가요...ㅠㅜ 저희 엄마는 너무 배불러서 마지막에 국수는 못드셨습니다ㅋㅋㅋ 진짜 짱이에요!",스시오마카세 ,0,0
아난티 앳 강남 쁘아쏭,4.2,"조식 구성이 변경되었다는 안내를 받았지만
이전구성이 만족스러워서 인지 바뀐구성이
아쉬울 뿐이네요
요청사항이라면 한식반상에 세미뷔페에 없는 메인요리 하나가 작게라도 곁들여 진다면 어떨까 하는 생각이네요
오르는 물가에 그런건지 업장의 입장도 이해는 가지만....
구성이 아쉬운거지 맛은 훌륭훌륭합니다
직원분들의 접객과 전체적인 분위기도 최고
수고하세요","해물,생선요리 ",3,0
이태원 교집합,4.3,"분위기 좋은 이태원바!
굉장히 힙한 느낌의 인테리어라서 호불호가 갈릴 수 있으나 나는 매우 만족함 사진 찍을때 예쁘게 나옴 ㅎㅎ
음식 자체는 깔끔한 맛. 간이 쎄지않아서 좋았음",다이닝바 ,1,0
레피큐르 Lépicure,5.0,"평일 저녁에 방문 했는데 테이블이 많지않아서 그런지 만석이였어요..! 미리 예약하고 가서 다행이였어요ㅠㅠ 들어가자마자 일단 분위기 대박.. 너무 좋았어요!
양고기랑 라구파스타 먹었는데 너무너무 맛있었어요~~
직원분들도 너무 친절하셔서 기분좋은 저녁식사였습니당!
조금 아쉬운건 본식 메뉴가 저녁이라 안되는게 많더라구요ㅠㅠ 더 다양하게 먹어보고싶었는데ㅠㅠ 다음에는 낮에 방문해보려구요!",프랑스음식 ,0,0
스시히로아키,5.0,"편안하고 기분 좋은 분위기에서
맛과 향, 식감과 모양에 감탄하며 만족스럽게 시간 보냈어요!
셰프님이 재치있으셔서 즐겁게 식사했고 서비스도 좋았습니다.
어쩌다 보니 생일인 걸 셰프님이 알게 되었는데 센스있는 생일초까지 준비해주셨어요 ㅎㅎ
종종 찾게 될 거 같아요. 추천할만한 오마카세입니다!",스시오마카세 ,0,0
램브란트 여의도점,5.0,"양고기가 이렇게 맛있었나 싶을정도로 너무 잘 먹었고 서버분들이
계속 챙겨주시고 신경써주셔서 대접받는기분이 들었어요!
분위기도 좋고 사진찍으시라고 배려해주시고 기념일이라고 요청사항에 남겼는데 폴라로이드랑 접시에 레터링으로 챙겨주셨어요!
재방문의사 100% 입니다 ㅎㅎ 잘먹었어용",양고기 ,0,0
